kind,name,people,scripts,verdict,qids
family,Velásquez Restrepo,4,Latin,no item — could be created,
family,Peláez Jiménez,4,Latin,no item — could be created,
family,Olsen Orud,4,Latin,no item — could be created,
family,Freiin von Schlotheim,4,Latin,no item — could be created,
family,Foo,4,Latin,has an item,Q33875844
family,Ferreira de Acevedo Mercado,4,Latin,no item — could be created,
family,Lillebø,4,Latin,no item — could be created,
family,Martinsdotter,4,Latin,no item — could be created,
family,Southwell,4,Latin,has an item,Q16883623
family,YEAP,4,Latin,no item — could be created,
family,Sjöberg,4,Latin,has an item,Q15882094
family,Qvisling,4,Latin,has an item,Q30514106
family,ben Eliyahu Senõr Coronel,4,Latin,no item — could be created,
family,de Vera Aragón y Añasco,4,Latin,no item — could be created,
family,Sepulveda Lozano,4,Latin,no item — could be created,
family,De la Barra y Silva,4,Latin,no item — could be created,
family,Ángel Gaitán,4,Latin,no item — could be created,
family,Zuluaga Montoya,4,Latin,no item — could be created,
family,Alzate Martínez,4,Latin,no item — could be created,
family,Restrepo Uribe,4,Latin,no item — could be created,
family,Saldivar Rodriguez,4,Latin,no item — could be created,
family,Andersdatter Roppestad,4,Latin,no item — could be created,
family,Dumford,4,Latin,has an item,Q37488922
family,Княжна Кемская-Нащокина,4,Cyrillic,no item — could be created,
family,Кемская-Нащокина,4,Cyrillic,no item — could be created,
family,Martnez de Iriarte Ramrez Montalvo,4,Latin,no item — could be created,
family,Snopestad,4,Latin,no item — could be created,
family,de Caamaño de Mendoza,4,Latin,no item — could be created,
family,Esparza Lisardi,4,Latin,no item — could be created,
family,Ruiz de Esparza y Lopez de Elizalde,4,Latin,no item — could be created,
family,Alzate Zuluaga,4,Latin,no item — could be created,
family,Lysebråte,4,Latin,no item — could be created,
family,De Leon,4,Latin,several items share the label,Q134266098 | Q92953002
family,Chaves,4,Latin,has an item,Q27264136
family,de la Paz y Cortes,4,Latin,no item — could be created,
family,Aleksandersen,4,Latin,has an item,Q4715008
family,García de Valdés Román,4,Latin,no item — could be created,
family,山東嘉祥,4,Han,no item — could be created,
family,Pocknall,4,Latin,no item — could be created,
family,Uribe Echavarria,4,Latin,no item — could be created,
family,Legarda Correa,4,Latin,no item — could be created,
family,Mejía de Tobar Mejía,4,Latin,no item — could be created,
family,Restrepo Acevedo,4,Latin,no item — could be created,
family,Council,4,Latin,has an item,Q37531663
family,Edmond,4,Latin,has an item,Q37042198
family,de la Barrera Navarro,4,Latin,no item — could be created,
family,Tostensdtr,4,Latin,no item — could be created,
family,Escamilla Trevino,4,Latin,no item — could be created,
family,Bartholemew,4,Latin,no item — could be created,
family,de la Serna Ruiz,4,Latin,no item — could be created,
family,de Paz Rodríguez y Maldonado,4,Latin,no item — could be created,
family,南安,4,Han,no item — could be created,
family,Cantu del Rio y de la Cerda,4,Latin,no item — could be created,
family,Strout,4,Latin,has an item,Q16874931
family,駱,4,Han,no item — could be created,
family,van Kleve,4,Latin,no item — could be created,
family,Sundelin,4,Latin,has an item,Q27887919
family,岐州平陸,4,Han,no item — could be created,
family,Moreno Rodríguez,4,Latin,no item — could be created,
family,de Heredia y Aguirre,4,Latin,no item — could be created,
family,Skrzyński,4,Latin,has an item,Q27890745
family,Ekman,4,Latin,has an item,Q21448697
family,Magnusdotter,4,Latin,no item — could be created,
family,Ballesteros Trevino,4,Latin,no item — could be created,
family,del Canto y de las Casas,4,Latin,no item — could be created,
family,Weaver,4,Latin,has an item,Q13832115
family,Markwick,4,Latin,has an item,Q36950350
family,Minshull,4,Latin,no item — could be created,
family,Mendiola Martinez,4,Latin,no item — could be created,
family,Moreno Rodriguez,4,Latin,no item — could be created,
family,Gutierrez Arellano,4,Latin,no item — could be created,
family,奇,4,Han,no item — could be created,
family,ap Trygyr,4,Latin,no item — could be created,
family,Ocampo Alzate,4,Latin,no item — could be created,
family,Parisani,4,Latin,has an item,Q101041558
family,遼東,4,Han,no item — could be created,
family,朔州善無,4,Han,no item — could be created,
family,赫連,4,Han,no item — could be created,
family,安定,4,Han,no item — could be created,
family,河間,4,Han,no item — could be created,
family,de Pedroza Muñoz,4,Latin,no item — could be created,
family,中山安喜,4,Han,no item — could be created,
family,賀若,4,Han,no item — could be created,
family,遼東襄平,4,Han,no item — could be created,
family,金城,4,Han,no item — could be created,
family,Varhaug,4,Latin,no item — could be created,
family,Anthelius,4,Latin,has an item,Q47528458
family,Nava,4,Latin,has an item,Q16825579
family,Muoz de la Barba y Fernandez de la Vega,4,Latin,no item — could be created,
family,Romo Lomelin,4,Latin,no item — could be created,
family,Carrion Munos,4,Latin,no item — could be created,
family,Carrion,4,Latin,has an item,Q5046483
family,Munoz De Hermosillo,4,Latin,no item — could be created,
family,de Bermejo y Perez de Gardea,4,Latin,no item — could be created,
family,Delgado Tiscareno,4,Latin,no item — could be created,
family,Gonzales De Hermosillo,4,Latin,no item — could be created,
family,Gavilan Camarena,4,Latin,no item — could be created,
family,Prez de Paredes,4,Latin,no item — could be created,
family,Navarro y Fernandez de la Vega,4,Latin,no item — could be created,
family,Ochoa Garibay y Navarro,4,Latin,no item — could be created,
family,Esparsa Flores,4,Latin,no item — could be created,
family,De Villalobos,4,Latin,no item — could be created,
family,Isene,4,Latin,no item — could be created,
family,Arancibia Vercolme,4,Latin,no item — could be created,
family,Arancibia (Arancivia) Vercolme,4,Latin,no item — could be created,
family,Hurtado Orozco,4,Latin,no item — could be created,
family,Heimer,4,Latin,no item — could be created,
family,Jonasen,4,Latin,has an item,Q37331588
family,Martins Gayo,4,Latin,no item — could be created,
family,Frafjordøyren,4,Latin,no item — could be created,
family,de Erill y Anglesola,4,Latin,no item — could be created,
family,Guerra Fernández,4,Latin,no item — could be created,
family,PELAEZ OSPINA,4,Latin,no item — could be created,
family,Ruiz De La Parra,4,Latin,no item — could be created,
family,LOTERO VELASQUEZ,4,Latin,no item — could be created,
family,Sosa,4,Latin,no item — could be created,
family,DE GAFFORY,4,Latin,no item — could be created,
family,Шибанид,4,Cyrillic,no item — could be created,
family,de GAFFORY,4,Latin,no item — could be created,
family,", 134, 122, 69, 65, 30, 9世",4,Han,no item — could be created,
family,Frazer,4,Latin,has an item,Q16275880
family,Sandsmark (Sønnmork),4,Latin,no item — could be created,
family,ARRIGHI de CASANOVA,4,Latin,no item — could be created,
family,Nore,4,Latin,no item — could be created,
family,广东台山,4,Han+Latin,no item — could be created,
family,Koedijk,4,Latin,no item — could be created,
family,Svennungsen,4,Latin,no item — could be created,
family,de domo Ciphorum,4,Latin,no item — could be created,
family,Karlsdotter Olsson,4,Latin,no item — could be created,
family,Wilhelm,4,Latin,has an item,Q18171087
family,Baud,4,Latin,has an item,Q28226713
family,zu Salm-Kyburg-Mörchingen,4,Latin,no item — could be created,
family,Whitham,4,Latin,has an item,Q37020649
family,Durán Plata,4,Latin,no item — could be created,
family,Barthomivat de Neufville,4,Latin,no item — could be created,
family,Sainez De Santiago,4,Latin,no item — could be created,
family,Garza Flores,4,Latin,no item — could be created,
family,Flores Rodriguez,4,Latin,no item — could be created,
family,양,4,Hangul,no item — could be created,
family,Seok,4,Latin,no item — could be created,
family,de la Garza y Ayala,4,Latin,no item — could be created,
family,방,4,Hangul,no item — could be created,
family,Yi,4,Latin,several items share the label,Q10482024 | Q10884951 | Q3496666
family,복,4,Hangul,no item — could be created,
family,문,4,Hangul,no item — could be created,
family,봉,4,Hangul,no item — could be created,
family,엄,4,Hangul,no item — could be created,
family,Leal de Leon,4,Latin,no item — could be created,
family,Dahlgren,4,Latin,has an item,Q16869384
family,Whittlemore,4,Latin,no item — could be created,
family,Span,4,Latin,has an item,Q37272003
family,TERRY,4,Latin,has an item,Q2405539
family,Lindkvist,4,Latin,has an item,Q27876780
family,Bals,4,Latin,has an item,Q37535014
family,Maça de Liçana i Rocafull,4,Latin,no item — could be created,
family,Ladrón de Vilanova i Pallars,4,Latin,no item — could be created,
family,Kalinga,4,Latin,no item — could be created,
family,Уваров,4,Cyrillic,no item — could be created,
family,Paravisino,4,Latin,no item — could be created,
family,von Echternach,4,Latin,no item — could be created,
family,Hanna,4,Latin,has an item,Q15729071
family,Dobokai,4,Latin,no item — could be created,
family,Bravo de Mendóza Arias-Maldonado,4,Latin,no item — could be created,
family,De Funes y Lemos +,4,Latin,no item — could be created,
family,Kikkawa,4,Latin,has an item,Q26000424
family,Hayasaki,4,Latin,no item — could be created,
family,早崎,4,Han,no item — could be created,
family,柴山,4,Han,no item — could be created,
family,Beatt,4,Latin,no item — could be created,
family,Trigg,4,Latin,has an item,Q37497465
family,Ramirez y Martinez de Sotomayor,4,Latin,no item — could be created,
family,MULTEDO,4,Latin,no item — could be created,
family,Burdick,4,Latin,has an item,Q37323635
family,Morical,4,Latin,no item — could be created,
family,Jensen Levernes,4,Latin,no item — could be created,
family,Gile,4,Latin,has an item,Q19902314
family,Amsden,4,Latin,has an item,Q37173449
family,Trow,4,Latin,has an item,Q16889693
family,Finnemore,4,Latin,has an item,Q5450707
family,Cárdenas Gómez,4,Latin,no item — could be created,
family,Corvera Reynoso,4,Latin,no item — could be created,
family,Peláez Betancur,4,Latin,no item — could be created,
family,de Villacreses Lizarzaburu y Beas,4,Latin,no item — could be created,
family,Munoz Espindola,4,Latin,no item — could be created,
family,Martinez Flores,4,Latin,no item — could be created,
family,Bohórquez,4,Latin,has an item,Q130386052
family,de la Garza Sepulveda,4,Latin,no item — could be created,
family,Horodecki,4,Latin,has an item,Q56538705
family,Wilmott,4,Latin,has an item,Q37456356
family,VIVIEN,4,Latin,has an item,Q27981714
family,澤,4,Han,no item — could be created,
family,van Denemarken,4,Latin,no item — could be created,
family,البطائحي,4,Arabic,no item — could be created,
family,Hays,4,Latin,has an item,Q16870617
family,Correia Pinto,4,Latin,no item — could be created,
family,Yoshiuji,4,Latin,no item — could be created,
family,Takayoshi,4,Latin,no item — could be created,
family,Kuniuji,4,Latin,no item — could be created,
family,Yoshimune,4,Latin,no item — could be created,
family,Imsøygard,4,Latin,no item — could be created,
family,de Moura Faria Barreto,4,Latin,no item — could be created,
family,Sepulveda de la Garza,4,Latin,no item — could be created,
family,de la Garza Falcon Gonzalez Quintanilla,4,Latin,no item — could be created,
family,Fajardo De Quintanilla Perez de Leon,4,Latin,no item — could be created,
family,Gonzalez de Quintanilla Fernandez Tijerina,4,Latin,no item — could be created,
family,Gomez de Castro Baez de Trevino,4,Latin,no item — could be created,
family,Soberon Garcia de la Garza,4,Latin,no item — could be created,
family,de la Rocha Vela Garcia,4,Latin,no item — could be created,
family,Uribe de la Garza Trevino,4,Latin,no item — could be created,
family,Guerra Canamar de la Garza,4,Latin,no item — could be created,
family,Rodriguez de Montemayor Fernandez Tijerina,4,Latin,no item — could be created,
