orderlife_qid,label,wikidata_qid,geni_id,already_on
Q22360,Satake Yoshimasa (1728-1753),Q8514461,,Q8514461
Q38642,本多忠統の娘 (本多忠英の正室のち吉田良延の妻),Q110973638,,Q110973638
Q38646,亀姫 (細川利重の正室),Q108485575,,Q108485575
Q22364,Hosokawa Toshimasa,Q11605856,,Q11605856
Q38650,清涼院 (細川有孝の正室),Q108799349,,Q108799349
Q38654,細川綱利の養女 (久我惟通の妻),Q110155728,,Q110155728
Q22367,Okudaira Masashige,Q11445773,,Q11445773
Q38658,奥平昌章の娘 (秋元喬房の正室),Q134625300,,Q134625300
Q38662,Nabesima Nio,Q134688750,,Q134688750
Q38666,Nabesima Naoyosi,Q11650687,,Q11650687
Q38670,Kyosyo-in,Q109327406,,Q109327406
Q38674,鍋島於千百,Q111172894,,Q111172894
Q22373,Nabeshima Naotsune,Q6956829,,Q6956829
Q38682,大久保忠成,Q115586953,,Q115586953
Q38690,前田玄以の娘 (石川忠総の継室),Q110086720,,Q110086720
Q22378,Ishikawa Kadokatsu,Q11585800,,Q11585800
Q22379,Ishikawa Fusanaga,Q11586330,,Q11586330
Q22380,Ishikawa Sadamasa,Q17192962,,Q17192962
Q22381,Ishikawa Fusauji,Q17192971,,Q17192971
Q38694,Ōkubo Norikatsu,Q11432002,,Q11432002
Q22384,Senga Yoshichika,Q11406821,,Q11406821
Q38702,荒尾嵩就,Q11618439,,Q11618439
Q22386,Arao Naritoshi,Q11618463,,Q11618463
Q22387,Ise Sadataka,Q11379128,,Q11379128
Q22389,Ise Sadatame,Q20038704,,Q20038704
Q22390,Ise Sadaoki,Q11379133,,Q11379133
Q38710,阿古御局,Q11657342,,Q11657342
Q38714,池田由貞,Q11552038,,Q11552038
Q22393,Ikeda Yoshitaka,Q11552035,,Q11552035
Q22395,Ikeda Kumako,Q11552030,,Q11552030
Q38722,池田夏子,Q111203778,,Q111203778
Q22397,Mio Masanaga,Q11355172,,Q11355172
Q38726,盛寿院 (伊木忠次の継室),Q111180860,,Q111180860
Q38730,伊木忠繁,Q11379414,,Q11379414
Q38734,脇坂安信の娘,Q111206256,,Q111206256
Q22402,Ikeda Toshishige,Q6528804,,Q6528804
Q22403,Ikeda Tomomasa,Q6529692,,Q6529692
Q22404,Wakebe Nobumasa,Q11396145,,Q11396145
Q38742,森寺忠勝,Q111187704,,Q111187704
Q38746,久留島通春,Q11369498,,Q11369498
Q38750,Naitō Tadashige,Q10514743,,Q10514743
Q22408,Ikeda Nagamoto,Q6529091,,Q6529091
Q38758,日野資勝,Q108957356,,Q108957356
Q38762,日野資茂,Q109202775,,Q109202775
Q22412,Toyama Mitsuaki,Q11430420,,Q11430420
Q38766,豊岡有尚,Q109202972,,Q109202972
Q38770,豊岡弘昌,Q109203013,,Q109203013
Q38774,日野輝光,Q109202892,,Q109202892
Q38782,池田長喬 (片桐池田家),Q11552182,,Q11552182
Q22418,Katagiri Katsumoto,Q1882775,,Q1882775
Q38786,Takayama Sigetosi,Q108689599,,Q108689599
Q38790,中川清村,Q111087128,,Q111087128
Q22421,Sakuma Katsutoshi,Q11382687,,Q11382687
Q22422,Sakuma Katsutomo,Q11382684,,Q11382684
Q22423,Sakuma Katsutane,Q11382691,,Q11382691
Q38814,日置金子,Q111159114,,Q111159114
Q38818,池田太寅,Q11551788,,Q11551788
Q38822,日置忠明,Q11510235,,Q11510235
Q22432,Naokata Imaeda,Q11377138,,Q11377138
Q22433,Hachisuka Tsunanori,Q3125471,,Q3125471
Q38826,藤堂高義 (藤堂内匠家),Q111133692,,Q111133692
Q38830,西洞院時慶の娘 (姉小路公景の妻),Q110090209,,Q110090209
Q38834,姉小路実道,Q110089674,,Q110089674
Q38838,風早実種,Q110861076,,Q110861076
Q38842,山本実富,Q110892782,,Q110892782
Q38846,大宮実勝,Q110894015,,Q110894015
Q22440,Matsudaira Katsuyoshi,Q10729357,,Q10729357
Q22441,Ikeda Masaakira,Q11551938,,Q11551938
Q22442,Ikeda Masasada,Q6529227,,Q6529227
Q22443,Ikeda Sadatsune,Q11551812,,Q11551812
Q22444,Ikeda Masatomi,Q6529348,,Q6529348
Q22445,Kuki Moritaka,Q330211,,Q330211
Q22446,Takahashi Shigetane,Q859759,,Q859759
Q22448,Tachibana Tanetsugu,Q11598187,,Q11598187
Q22449,Tachibana Taneyoshi,Q11598183,,Q11598183
Q22450,Tachibana Masatoshi,Q11598162,,Q11598162
Q22451,Nagai Naomasa,Q6958349,,Q6958349
Q22453,Asano Nagatomo,Q3335080,,Q3335080
Q38858,藤堂忠高の娘 (藤堂虎高の正室),Q109775633,,Q109775633
Q38874,Tōdō Takakiyo,Q29410909,,Q29410909
Q38886,藤堂正高,Q111133680,,Q111133680
Q38890,Tōdō Takamichi,Q11623766,,Q11623766
Q38894,藤堂高堅,Q11623744,,Q11623744
Q38898,Ōsawa Mototsune,Q10863134,,Q10863134
Q38902,Tōdō Takachika,Q26222264,,Q26222264
Q38914,専修寺尭真,Q109788860,,Q109788860
Q22470,Matsudaira Sukekuni,Q6788065,,Q6788065
Q22471,Matsudaira Yoshikata,Q11239162,,Q11239162
Q22473,Mori Naganari,Q11540416,,Q11540416
Q38926,河鰭輝季,Q110026797,,Q110026797
Q22475,Ogasawara Nagatame,Q10859963,,Q10859963
Q38930,Ōoka Tadatomo,Q7222592,,Q7222592
Q22477,Ogasawara Tadamitsu,Q10856545,,Q10856545
Q22478,Makino Narisada,Q10860112,,Q10860112
Q22479,Makino Norinari,Q10860077,,Q10860077
Q22480,Makino Hidenari,Q10860127,,Q10860127
Q22481,Makino Tadanari,Q10860092,,Q10860092
Q22482,Fukushima Masakatsu,Q11593154,,Q11593154
Q38934,町尻具英,Q109832384,,Q109832384
Q38938,桜井兼里,Q109832621,,Q109832621
Q38942,水無瀬則俊,Q109834880,,Q109834880
Q38946,Daidōji Morimasa,Q11439371,,Q11439371
Q38950,Daidōji Sukechika,Q11439383,,Q11439383
Q38954,Daidōji Yūzan,Q2424312,,Q2424312
Q22489,Matsudaira Ienori,Q10729498,,Q10729498
Q22490,Minagawa Takatsune,Q11580958,,Q11580958
Q38958,大久保忠隣の養女 (山口重信の正室),Q134515366,,Q134515366
Q22492,Tokunaga Masakatsu,Q11490356,,Q11490356
Q38966,月光院 (脇坂安政の側室),Q111023614,,Q111023614
Q22495,Wakisaka Yasuteru,Q11612114,,Q11612114
Q38970,脇坂左牟,Q111023608,,Q111023608
Q22497,Matsudaira Yasuharu,Q128865503,,Q128865503
Q22498,Yu Nagatsuna,Q108781556,,Q108781556
Q22499,Kamei Korechika,Q11370779,,Q11370779
Q22500,Ogasawara Nagaoki,Q10859976,,Q10859976
Q22501,Ogasawara Nagasato,Q11463408,,Q11463408
Q38974,小笠原長丘,Q108456388,,Q108456388
Q38978,Mashiyama Masatō,Q11429187,,Q11429187
Q22504,Mashiyama Masatake,Q11429193,,Q11429193
Q22505,Matsudaira Yasuyoshi,Q129424007,,Q129424007
Q22507,Matsudaira Yasusada,Q10791031,,Q10791031
Q22508,Ii Naomichi,Q11161458,,Q11161458
Q22509,Ii Naotsune,Q11161285,,Q11161285
Q22510,Ii Naonori,Q11161390,,Q11161390
Q22511,Ii Naonobu,Q11161289,,Q11161289
Q22512,Ii Naosada,Q11161221,,Q11161221
Q38994,井伊房,Q110089194,,Q110089194
Q38998,小山秀朝,Q11459965,,Q11459965
Q39002,豊島経祐,Q109292519,,Q109292519
Q22518,Nagao Akikage,Q11651912,,Q11651912
Q22519,Nagao Terukage,Q11651900,,Q11651900
Q22520,Nagao Kagehide,Q11651863,,Q11651863
Q39006,木曽家教,Q106762527,,Q106762527
Q39010,東坊城長淳,Q109308672,,Q109308672
Q22523,Yoshida Kaneharu,Q11413616,,Q11413616
Q39014,吉田兼英,Q109873635,,Q109873635
Q22525,Hagiwara Kaneyori,Q11620316,,Q11620316
Q39018,吉田たま,Q109894691,,Q109894691
Q22527,Toki Yoritaka,Q48751722,,Q48751722
Q22528,Inaba Masanari,Q4352518,,Q4352518
Q22529,Maeda Gen'i,Q6729101,,Q6729101
Q22533,Nada Akimoto,Q11444956,,Q11444956
Q22534,Yoshihiro Kikuhime,Q11413124,,Q11413124
Q22535,Despacho de Shonagon (concubina de Otomo Yoshitada),Q110156238,,Q110156238
Q39030,Ōtomo Yoshinori,Q11433244,,Q11433244
Q39034,大友貞勝,Q110155960,,Q110155960
Q22538,Masateru Matsuno,Q110156154,,Q110156154
Q22540,Ichimata Shigezane,Q11353172,,Q11353172
Q22541,Mori Tomonobu,Q11547245,,Q11547245
Q39042,奈多鎮基,Q108893354,,Q108893354
Q39046,Itō Yoshikata,Q11266961,,Q11266961
Q39050,臼杵統尚,Q109299788,,Q109299788
Q39054,臼杵統尚の娘,Q109323837,,Q109323837
Q39062,細川澄元の娘 (有馬重則の正室),Q108086217,,Q108086217
Q39066,岸信周,Q11475788,,Q11475788
Q39070,Tsutsui Junkō,Q11603060,,Q11603060
Q39074,筒井順昭の娘 (井戸良弘の妻),Q109923182,,Q109923182
Q22551,Chikamoto Ninagawa,Q11625747,,Q11625747
Q39078,Chōsokabe Kunichika,Q2469687,,Q2469687
Q22553,Shoho Genyo,Q108873761,,Q108873761
Q39083,Koshōshō,Q108819047,,Q108819047
Q39087,Chōsokabe Minbu,Q10564431,,Q10564431
Q39091,Chōsokabe Ukontaifu,Q11651685,,Q11651685
Q39095,daughter Motociky Cosokabeho,Q108871387,,Q108871387
Q39099,daughter Nobuciky Cosokabeho,Q108865735,,Q108865735
Q39103,Chōsokabe Moritsune,Q18011477,,Q18011477
Q39107,Marubashi Chūya,Q6777888,,Q6777888
Q22561,Kira Chikazane,Q11365410,,Q11365410
Q39111,佐竹親直,Q11383482,,Q11383482
Q39115,柴田朝意,Q11534845,,Q11534845
Q22564,Toki Yoriyuki,Q8514993,,Q8514993
Q22565,Takigawa Toshisada,Q24871906,,Q24871906
Q22566,Inaba Nobumichi,Q11596907,,Q11596907
Q39119,稲葉一通の娘 (溝口宣直の正室),Q109966147,,Q109966147
Q39123,荒木義村,Q111191164,,Q111191164
Q39127,荒木高村,Q111191156,,Q111191156
Q39131,Araki Dashi,Q17229086,,Q17229086
Q39135,池田長正の娘 (荒木村重の正室),Q109916351,,Q109916351
Q22572,Iwasa Matabei,Q3156405,,Q3156405
Q39139,荒木村基,Q111191209,,Q111191209
Q39143,井戸覚弘 (戦国時代),Q22124857,,Q22124857
Q39147,高橋久光の娘 (毛利興元の正室),Q108059984,,Q108059984
Q39151,Mōri Kōmatsumaru,Q11547617,,Q11547617
Q39155,毛利興元の娘,Q108883864,,Q108883864
Q22578,Sikina Motonori,Q11499676,,Q11499676
Q22579,Imai Nobukore,Q17193538,,Q17193538
Q39163,今井信甫,Q98082730,,Q98082730
Q39167,今井虎甫,Q98082731,,Q98082731
Q39171,Takeda Sōkei,Q11546156,,Q11546156
Q22584,Hatakeyama Yoshitaka,Q11578671,,Q11578671
Q22586,Shimazu Takahisa,Q2367308,,Q2367308
Q39179,島津御南,Q110689112,,Q110689112
Q39183,島津御隅,Q110689144,,Q110689144
Q39191,島津にし,Q110689455,,Q110689455
Q22591,Shimazu Naohisa,Q11245051,,Q11245051
Q39195,花舜夫人,Q110689660,,Q110689660
Q39199,久松道定,Q108744718,,Q108744718
Q22594,Kasannoin Kanesada,Q20039378,,Q20039378
Q39202,月輝院秋芳貞良,Q110117390,,Q110117390
Q39206,舜有,Q110090334,,Q110090334
Q22597,Tsubouchi Katsunaga,Q108781574,,Q108781574
Q22598,Maeno Masayoshi,Q108781550,,Q108781550
Q22599,Maeno Yoshiyasu,Q108781551,,Q108781551
Q39210,森正久,Q115596163,,Q115596163
Q39214,Gamou Hidetsuna,Q109116516,,Q109116516
Q22602,Rennyo,Q323600,,Q323600
Q39222,興行寺蓮尭,Q109791911,,Q109791911
Q39226,庭田重保,Q108840961,,Q108840961
Q22606,Mochitame Reizei,Q18011446,,Q18011446
Q39230,冷泉為豊,Q110070575,,Q110070575
Q39234,小山成長,Q11459867,,Q11459867
Q39238,Jōin-hosshinnō,Q15933769,,Q15933769
Q39242,Saiin-hosshinnō,Q15934734,,Q15934734
Q39246,伏見宮邦茂王,Q111308157,,Q111308157
Q39250,邦茂王,Q128852082,,Q128852082
Q39254,分部信政の娘 (河鰭実詮の妻),Q110046770,,Q110046770
Q39258,押小路公音,Q109949862,,Q109949862
Q39262,押小路実岑,Q110952125,,Q110952125
Q39266,大野政久,Q113172229,,Q113172229
Q39270,杉原義久,Q113172327,,Q113172327
Q39274,細川政有,Q110883062,,Q110883062
Q22619,Hosokawa Motoari,Q11605848,,Q11605848
Q39278,細川之持の娘 (久米義広の妻),Q108155596,,Q108155596
Q22621,Yoshida Nagatoshi,Q24885353,,Q24885353
Q39282,Akamatsu Harumasa,Q11635697,,Q11635697
Q22623,Akamatsu Masamoto,Q11635686,,Q11635686
Q39286,黒田高政,Q20039854,,Q20039854
Q39290,Kyūmu Kodera,Q17216436,,Q17216436
Q22626,Mori Kohee,Q108781594,,Q108781594
Q22627,Mori Buhee,Q108781595,,Q108781595
Q22628,Miki Seikan,Q27920679,,Q27920679
Q22629,Hitotsuyanagi Naosue,Q11352868,,Q11352868
Q39294,橋本実勝,Q108855665,,Q108855665
Q39302,Kajūji Tsunenao,Q11400609,,Q11400609
Q39310,町顕量,Q110087265,,Q110087265
Q39314,勧修寺政顕の娘 (広橋兼秀の妻),Q110087322,,Q110087322
Q39318,今出川公興,Q11376746,,Q11376746
Q39322,Renkō,Q6609401,,Q6609401
Q39326,阿野季時,Q109947590,,Q109947590
Q39330,松殿家豊,Q110008396,,Q110008396
Q39334,尊俊,Q110008414,,Q110008414
Q39338,高倉永孝,Q108910746,,Q108910746
Q39342,伊勢貞陸の娘 (高倉永家の妻),Q109781867,,Q109781867
Q39346,白川雅朝王,Q96715018,,Q96715018
Q39350,北畠親顕,Q115587056,,Q115587056
Q39362,葉室定藤 (葉室頼房の子),Q102246638,,Q102246638
Q39366,葉室頼房の娘 (五辻之仲の妻),Q109849098,,Q109849098
Q39370,五条為賢,Q109830633,,Q109830633
Q22651,Takatsuji Naganao,Q11672898,,Q11672898
Q22652,Takatsuji Nagamasa,Q11672899,,Q11672899
Q39374,町資将,Q11578357,,Q11578357
Q39386,高倉永家の娘 (広橋国光の妻),Q109782231,,Q109782231
Q22657,Nisshin,Q11509955,,Q11509955
Q22658,Matsunaga Nagayori,Q10518041,,Q10518041
Q22659,Matsunaga Hisamichi,Q11239080,,Q11239080
Q39390,Sen Shōan,Q7449900,,Q7449900
Q39394,daughter Hisahideho Macunagy,Q109780860,,Q109780860
Q39398,daughter Hisahideho Macunagy,Q109780878,,Q109780878
Q39406,内藤弘矩の娘 (内藤興盛の正室),Q108124883,,Q108124883
Q39410,内藤弘矩の娘 (吉見頼興の妻),Q108896072,,Q108896072
Q39414,吉見頼興,Q11414307,,Q11414307
Q39422,河原殿,Q111215441,,Q111215441
Q39426,Ōmiya Koreharu,Q11434399,,Q11434399
Q39434,細川真之,Q11605961,,Q11605961
Q39438,藤谷為茂,Q109320625,,Q109320625
Q39450,山科持言,Q108851147,,Q108851147
Q39455,四条隆安,Q108851403,,Q108851403
Q22677,Kinmichi Oogimachi,Q11545682,,Q11545682
Q39463,正親町実豊の娘 (中川久忠の正室),Q110958934,,Q110958934
Q39467,五辻之仲,Q97818987,,Q97818987
Q22682,Hosokawa Ujitsuna,Q4366949,,Q4366949
Q22683,Hosokawa Fujikata,Q11605998,,Q11605998
Q22684,Hosokawa Sumikata,Q65278314,,Q65278314
Q39475,藤原将広,Q38277719,,Q38277719
Q39479,織田常勝,Q109665931,,Q109665931
Q22687,Oda Norinaga,Q11608389,,Q11608389
Q39487,庭田重経,Q108840955,,Q108840955
Q39495,壬生于恒,Q118697904,,Q118697904
Q39499,壬生晨照,Q85878522,,Q85878522
Q22694,Asukai Masatsuna,Q11665951,,Q11665951
Q39503,Munetaka Vatari,Q11373828,,Q11373828
Q39507,中条定資,Q109278901,,Q109278901
Q39515,Nikaidō Teruyuki,Q11371892,,Q11371892
Q39519,懸田俊宗,Q84803613,,Q84803613
Q22701,Soma Yoshitane,Q7559115,,Q7559115
Q39531,最上義淳,Q11091680,,Q11091680
Q22704,Settsu Harukado,Q11498575,,Q11498575
Q22705,Tani Moriyoshi,Q11633100,,Q11633100
Q22706,Tani Morimasa,Q11633106,,Q11633106
Q22707,Tani Morinari,Q11633104,,Q11633104
Q22708,Niwata Shigesada,Q108781470,,Q108781470
Q39535,庭田雅純,Q110094094,,Q110094094
Q39543,岡崎宗房,Q110602648,,Q110602648
Q39551,富小路永貞,Q110139188,,Q110139188
Q39555,萩原員従,Q110139517,,Q110139517
Q39559,富小路利直,Q110139811,,Q110139811
Q39563,富小路房恕,Q110139943,,Q110139943
Q39567,東坊城長維,Q109315673,,Q109315673
Q39572,高辻豊長の娘 (高辻長量の妻),Q110141434,,Q110141434
Q39576,Kujō Naozane,Q3200271,,Q3200271
Q39584,葉室頼要,Q109852899,,Q109852899
Q22722,Tsutsumi Toshinaga,Q11427965,,Q11427965
Q39588,坊城俊清の娘 (坊城俊将の妻),Q110068773,,Q110068773
Q39592,中御門宣顕,Q109195780,,Q109195780
Q39596,烏丸宣定,Q109303789,,Q109303789
Q39608,若江理長,Q109784157,,Q109784157
Q39612,高倉永敦の娘 (清岡長時の妻),Q110078827,,Q110078827
Q39616,清岡致長,Q109789417,,Q109789417
Q39620,若江長統,Q109789489,,Q109789489
Q39624,Nichiyū,Q11504973,,Q11504973
Q22733,Kawakatsu Hideuji,Q11477804,,Q11477804
Q39628,西洞院時国,Q110168039,,Q110168039
Q39632,西洞院時光,Q110306953,,Q110306953
Q39636,長谷範量,Q110307265,,Q110307265
Q39644,西洞院範篤,Q110308418,,Q110308418
Q39652,吉田兼則,Q109322711,,Q109322711
Q39656,倉橋泰吉,Q97031325,,Q97031325
Q22742,Tsuchimikado Yasutomi,Q11423487,,Q11423487
Q39660,乾安房知長の妹 (倉橋泰章の妻),Q110307621,,Q110307621
Q39664,倉橋泰孝,Q110307650,,Q110307650
Q22745,Matsudaira Yoshitoo,Q11530383,,Q11530383
Q39668,Ōgimachi Suehide,Q11545683,,Q11545683
Q39672,Jimyōin Motoyuki,Q108781514,,Q108781514
Q39676,持明院基久の娘 (萩原兼従の妻),Q110139741,,Q110139741
Q39680,土御門泰広,Q109937337,,Q109937337
Q39684,兼存,Q109937503,,Q109937503
Q39688,園池実守の娘 (滋野井実全の妻),Q111167534,,Q111167534
Q22752,Kinkazu Shigenoi,Q11564985,,Q11564985
Q39692,堀河冬輔,Q111172293,,Q111172293
Q39696,堀河康実,Q111172374,,Q111172374
Q22755,Ii Yoshiko,Q24899434,,Q24899434
Q22757,Tokugawa Atsunosuke,Q18002854,,Q18002854
Q22758,Hachisuka Narihiro,Q3125466,,Q3125466
Q22759,Tokugawa Narikatsu,Q6993155,,Q6993155
Q22760,Tokugawa Nariyuki,Q6993203,,Q6993203
Q22761,Sue-hime,Q11519670,,Q11519670
Q22763,Kiyo-hime,Q11071637,,Q11071637
Q22764,Tokugawa Naritaka,Q3530492,,Q3530492
Q22765,Matsudaira Narisawa,Q6788045,,Q6788045
Q22766,Tokugawa Torachiyo,Q6992886,,Q6992886
Q22767,Ikeda Narihiro,Q11551950,,Q11551950
Q22768,Matsudaira Naritami,Q11530462,,Q11530462
Q22770,Honju-in,Q11093357,,Q11093357
Q22771,Ohana no kata,Q11263203,,Q11263203
Q22775,Tokugawa Yoshimasa,Q7005186,,Q7005186
Q22776,Teruhime,Q7004531,,Q7004531
Q22778,Matsudaira Katsumasa,Q6636988,,Q6636988
Q22779,Iku-hime,Q7137060,,Q7137060
Q22780,Konoe Tadafusa,Q3198724,6000000049955166896,Q3198724
Q22781,Tsugaru Tadako,Q7137201,,Q7137201
Q39731,櫛笥隆方,Q109337371,,Q109337371
Q39735,櫛笥隆胤,Q109337547,,Q109337547
Q39743,裏松意光の娘 (鷲尾隆尹の妻),Q109916670,,Q109916670
Q39747,堀河康致,Q109351991,,Q109351991
Q39751,鷲尾隆尹の娘 (阿野公緒の妻),Q110143041,,Q110143041
Q39759,園池実守の娘 (柳原光綱の妻),Q111172060,,Q111172060
Q39763,園池房季,Q111172223,,Q111172223
Q39767,七条信方,Q109831137,,Q109831137
Q39771,七条信全,Q109836004,,Q109836004
Q39775,三条西実称,Q110089404,,Q110089404
Q39779,花園公純,Q110147663,,Q110147663
Q39791,三条西延季,Q110166409,,Q110166409
Q22801,Horikawa Hiromasu,Q11427430,,Q11427430
Q39803,花園実満の娘 (吉田兼敬の妻),Q109867268,,Q109867268
Q39807,吉田兼章,Q109866632,,Q109866632
Q39811,舟橋尚賢,Q109872889,,Q109872889
Q39831,Sanjō Kintomi,Q11355813,,Q11355813
Q39835,Sanjō Kinkane,Q11355812,,Q11355812
Q39839,Sanjō Kinatsu,Q11355810,,Q11355810
Q22813,Matsumae Kunihiro,Q8514273,,Q8514273
Q22814,Imadegawa Saneoki,Q11376757,,Q11376757
Q39851,Tokuko-joō,Q118697773,,Q118697773
Q22819,Saionji Sanetsugu,Q7138572,,Q7138572
Q22824,Koga Takemichi,Q7138768,,Q7138768
Q22830,Prince Yamashina Kikumaro,Q7244301,,Q7244301
Q22831,Izumi Makiko,Q11554915,,Q11554915
Q22833,Kaya Kuninori,Q7244120,6000000012011805638,Q7244120
Q22834,Kuni Taka,Q7244132,,Q7244132
Q22835,Prince Kuniyoshi Kuni,Q1038766,,Q1038766
Q22836,Nashimoto Morimasa,Q339595,6000000012431667989,Q339595
Q22837,Naruhiko Higashikuni,Q315717,6000000012593557727,Q315717
Q22838,Yasuhiko Asaka,Q701503,6000000012592375027,Q701503
Q22839,Sakako Higashizono,Q118697643,,Q118697643
Q22847,Arima Yoriko,Q11488058,,Q11488058
Q22848,Princess Tomiko,Q11611866,,Q11611866
Q22849,Prince Tsunehisa Takeda,Q874526,,Q874526
Q22850,Prince Naruhisa Kitashirakawa,Q1057871,,Q1057871
Q22851,Teruhisa Komatsu,Q7705305,,Q7705305
Q22852,Masao Ueno,Q11360379,,Q11360379
Q22853,Yoshiyuki Futara,Q15103841,,Q15103841
Q22854,Mitsuko Kanroji,Q115530789,,Q115530789
Q22855,Takeko Hoshina,Q110774454,,Q110774454
Q22856,Sadako Arima,Q115530887,,Q115530887
Q22857,Hiroko Futara,Q113568558,,Q113568558
Q22858,Tokugawa Mochitsugu,Q6993473,,Q6993473
Q22859,Hisako Tokugawa,Q118697613,,Q118697613
Q22861,Prince Fushimi Kunika,Q11643009,,Q11643009
Q22862,Sachiko Yamauchi,Q11466456,,Q11466456
Q22865,Kan’in Sueko,Q11448052,,Q11448052
Q22866,Prince Kan'in Haruhito,Q7244114,,Q7244114
Q22867,Princess Hiroko,Q11457477,,Q11457477
Q22868,Toda Hanako,Q60613866,,Q60613866
Q22871,Matsudaira Yoshinaga,Q910802,,Q910802
Q22872,Matsudaira Tadasuke,Q11161507,,Q11161507
Q22873,Kaishun'in,Q10860048,,Q10860048
Q22874,Matsudaira Narikoto,Q11530459,,Q11530459
Q22875,Matsudaira Nariyoshi,Q11530463,,Q11530463
Q22876,Matsudaira Narisada,Q11530464,,Q11530464
Q22877,Tokugawa Yoshiyori,Q7813724,,Q7813724
Q22880,Tokugawa Narikura,Q11490283,,Q11490283
Q22882,Tokugawa Yoshitsugu,Q612983,,Q612983
Q22907,Hashimoto Sanehisa,Q11543908,,Q11543908
Q22909,Hashimoto Mirei,Q11543911,,Q11543911
Q22911,Nakayama Yoshiko,Q463940,6000000011626949543,Q463940
Q22912,Emperor Meiji,Q174231,6000000011627000232,Q174231
Q22913,Tokugawa Iemochi,Q348466,6000000060199219847,Q348466
Q22914,Tokugawa Iesato,Q672741,,Q672741
Q22919,Tachibana Naokata,Q11598210,,Q11598210
Q22920,Tachibana Sadanori,Q11598205,,Q11598205
Q22921,Tachibana Akinao,Q11598221,,Q11598221
Q22922,Tachibana Yoshihiro,Q11598196,,Q11598196
Q22925,Hosokawa Okinobu,Q11605981,,Q11605981
Q22927,Yamauchi Toyochika,Q11466494,,Q11466494
Q22928,Arima Yoritaka,Q11516852,,Q11516852
Q22929,Matsudaira Nobutsura,Q8515052,,Q8515052
Q22930,Takatsukasa Sukemasa,Q3514233,,Q3514233
Q22931,Kikutei Yukisue,Q7140861,,Q7140861
Q22932,Tokudaiji Kin'ito,Q7140613,,Q7140613
Q22937,Hoken-in,Q11633295,,Q11633295
Q22939,Hirohata Tadaaya,Q11485399,,Q11485399
Q22940,Konoe Toyoko,Q118697732,,Q118697732
Q22944,Tadaosa Daigo,Q11644464,,Q11644464
Q22945,Date Nariyoshi,Q7201026,,Q7201026
Q22946,Date Kunimune,Q11380869,,Q11380869
Q22947,Daigo Tsunetane,Q11644474,,Q11644474
Q22949,Kinmoto Muromachi,Q47470299,,Q47470299
Q22951,lady NN Fujiwara-no-Ichijo,Q96200300,,Q96200300
Q22952,Imadegawa Saneaya,Q11376758,,Q11376758
Q22957,Keimeiin,Q11495087,,Q11495087
Q22960,Sokuseiin,Q11639679,,Q11639679
Q22965,Honrin'in,Q11520837,,Q11520837
Q22966,Seiren'in,Q11662761,,Q11662761
Q22969,Asahime,Q16737166,,Q16737166
Q22974,Ayahime,Q108824620,,Q108824620
Q22980,Tokugawa Naritomo,Q3336100,,Q3336100
Q40215,小倉季永,Q110137403,,Q110137403
Q22982,Tsutsumi Terunaga,Q110066555,,Q110066555
Q22983,Takano Yasuharu,Q11673004,,Q11673004
Q40219,堤晴長,Q110068241,,Q110068241
Q22985,Shimazu Hisatomo,Q111370690,,Q111370690
Q22986,Shimazu Munenobu,Q11246653,,Q11246653
Q40223,高倉永秀,Q110168629,,Q110168629
Q40227,馬場とせ,Q113241115,,Q113241115
Q22989,Matsudaira Yoshitoshi,Q11530569,,Q11530569
Q22990,Takenokoshi Katsuoki,Q11599408,,Q11599408
Q22991,Matsudaira Katsunaga,Q6636736,,Q6636736
Q22992,Inoue Masakuni,Q6636729,,Q6636729
Q40231,Naitō Yorita,Q6636789,,Q6636789
Q40235,徳川豊姫,Q113241226,,Q113241226
Q62778,Naitō Masanobu,Q8514902,,Q8514902
Q22996,Aoyama Tadanari,Q4778834,,Q4778834
Q22997,Aoyama Yoshitoshi,Q11069067,,Q11069067
Q22998,Aoyama Yukimasa,Q6527079,,Q6527079
Q40243,青山幸通,Q115586939,,Q115586939
Q40247,青山幸高,Q115586801,,Q115586801
Q40255,清水谷実任,Q109947554,,Q109947554
Q40263,吉田良延,Q110967684,,Q110967684
Q40267,中御門資熈,Q109195145,,Q109195145
Q40275,桂昭房,Q110602602,,Q110602602
Q40284,東坊城資長,Q109789641,,Q109789641
Q40287,東坊城綱忠,Q109789765,,Q109789765
Q40291,四辻季藤,Q108842672,,Q108842672
Q40316,石野基幸,Q110249650,,Q110249650
Q40328,石野基標,Q110251023,,Q110251023
Q23021,Niwata Shigehiro,Q11486216,,Q11486216
Q40332,Ōkubo Tadamasa,Q8081572,,Q8081572
Q23023,Nabeshima Narinao,Q11650651,,Q11650651
Q23024,Nabeshima Naomichi,Q11650689,,Q11650689
Q65352,Yu Zhe,Q45480617,,Q45480617
Q23029,Date Muratoki,Q10885150,,Q10885150
Q23030,Muranaga Date,Q10885151,,Q10885151
Q40352,Ōsawa Motoie,Q10863126,,Q10863126
Q40356,持明院基定の娘 (高倉永敦の妻),Q110079394,,Q110079394
