token	ja	zh	ko	note
Asgedom	アスゲドム	阿斯盖多姆	아스게돔	by rule
Asghar	アスグハル	阿斯格哈尔	아스가르	by rule
Asgjerd	アスイェルド	阿斯耶尔德	아스게르드	by rule
Ashebir	アスヘビル	阿斯赫比尔	아세비르	by rule
Asheim	アスヘイム	阿斯赫伊姆	아세임	by rule
Asher	アッシャー	阿舍	아세르	attested on Wikidata (ja 9x, zh 3x)
Ashina	アスヒナ	阿斯希纳	아시나	by rule
Ashkenazi	アシュケナジ	阿斯凯纳吉	아스케나지	attested on Wikidata (ja 2x, zh 0x)
Ashkenazi-Halperin	アスケナジハルペリン	阿斯凯纳吉哈尔佩林	아스케나지할페린	by rule
Ashley	アシュリー	阿什利	아스레이	attested on Wikidata (ja 28x, zh 4x)
Ashur-dan	アスフルダン	阿斯胡尔丹	아수르단	by rule
Ashur-nirari	アスフルニラリ	阿斯胡尔尼拉里	아수르니라리	by rule
Ashurbanipal	アスフルバニパル	阿斯胡尔巴尼帕尔	아수르바니팔	by rule
Asi	アシ	阿西	아시	by rule
Asia	アシア	阿西阿	아시아	by rule
Asif	アシフ	阿西夫	아시프	by rule
ASIH	アシ	阿西	아시흐	by rule
ASIKIN	アシキン	阿西金	아시킨	by rule
Asikin	アシキン	阿西金	아시킨	by rule
Asin	アシン	阿辛	아신	by rule
Asish	アシス	阿西斯	아시스	by rule
Asit	アシト	阿西特	아시트	by rule
Askanien	アスカニエン	阿斯卡尼恩	아스카니엔	by rule
Aske	アスケ	阿斯凯	아스케	by rule
Askel	アスケル	阿斯凯尔	아스켈	by rule
Asker	アスケル	阿斯凯尔	아스케르	by rule
Askil	アスキル	阿斯基尔	아스킬	by rule
Askildsen	アスキルドセン	阿斯基尔德森	아스킬드센	composed by rule: Askild + -sen
Askildsson	アスキルドソン	阿斯基尔德松	아스킬드손	composed by rule: Askild + -sson
Askilsen	アスキルセン	阿斯基尔森	아스킬센	composed by rule: Askil + -sen
Askvik	アスクヴィク	阿斯克维克	아스크비크	by rule
Aslak	アスラク	阿斯拉克	아스라크	by rule
Aslaksen	アスラクセン	阿斯拉克森	아스라크센	composed by rule: Aslak + -sen
Aslakson	アスラクソン	阿斯拉克松	아스라크손	composed by rule: Aslak + -son
Aslaksson	アスラクソン	阿斯拉克松	아스라크손	composed: Aslak + -sson
Aslakstrøm	アスラクストロム	阿斯拉克斯特罗姆	아스라크스트룀	by rule
Aslaug	アスラウグ	阿斯拉乌格	아스라욱	by rule
Asle	アスレ	阿斯莱	아스레	by rule
Asleson	アスレソン	阿斯莱松	아스레손	composed by rule: Asle + -son
Aslesson	アスレソン	阿斯莱松	아스레손	composed by rule: Asle + -sson
Asmaja	アスマヤ	阿斯马雅	아스마자	by rule
Asmar	アスマル	阿斯马尔	아스마르	by rule
Asmelash	アスメラス	阿斯梅拉斯	아스메라스	by rule
Asmund	アスムンド	阿斯蒙德	아스문드	by rule
Asnar	アスナル	阿斯纳尔	아스나르	by rule
Asnerius	アスネリウス	阿斯内里乌斯	아스네류스	by rule
Asp	アスプ	阿斯普	아스프	by rule
Aspa	アスパ	阿斯帕	아스파	by rule
Aspacures	アスパクレス	阿斯帕库雷斯	아스파쿠레스	by rule
Aspasie	アスパシエ	阿斯帕西埃	아스파시에	by rule
Aspenäs	アスペネス	阿斯佩内斯	아스페네스	by rule
Asperen	アスペレン	阿斯佩伦	아스페렌	by rule
Aspermont	アスペルモント	阿斯佩尔蒙特	아스페르몬트	by rule
Aspeslåen	アスペスローエン	阿斯佩斯洛恩	아스페스로엔	by rule
Asplund	アスプルンド	阿斯普伦德	아스프룬드	by rule
Asriel	アスリエル	阿斯里埃尔	아스리엘	by rule
Ass	アス	阿斯	아스	by rule
Assanczuk	アサンクズク	阿桑克祖克	아산추크	by rule
Assar	アサル	阿萨尔	아사르	by rule
Asseburg	アセブルグ	阿塞布尔格	아세부르그	by rule
Assefa	アセファ	阿塞法	아세파	by rule
Asselina	アセリナ	阿塞利纳	아세리나	by rule
Asseline	アセリネ	阿塞利内	아세리네	by rule
Assen	アスセン	阿斯森	아센	composed by rule: As + -sen
Asser	アッサー	阿塞尔	아세르	attested on Wikidata (ja 3x)
Assersen	アセルセン	阿塞尔森	아세르센	composed by rule: Asser + -sen
assersen	アッサーセン	阿塞尔森	아세르센	composed: asser + -sen
Assheim	アスヘイム	阿斯赫伊姆	아세임	by rule
Assis	アシス	阿西斯	아시스	by rule
associé	アソシエ	阿索西埃	아소키에	by rule
Assur-Nirari	アスルニラリ	阿苏尔尼拉里	아수르니라리	by rule
Assyria	アシリア	阿西里阿	아시리아	by rule
Asta	アスタ	阿斯塔	아스타	by rule
Astaschir	アスタシル	阿斯塔西尔	아스타시르	by rule
Astesson	アステソン	阿斯特松	아스테손	composed by rule: Aste + -sson
Astrad	アストラド	阿斯特拉德	아스트라드	by rule
Astrawidjaja	アストラヴィドヤヤ	阿斯特拉维德雅雅	아스트라위자자	by rule
Astri	アストリ	阿斯特丽	아스트리	
Astrid	アストリッド	阿斯特丽德	아스트리드	
Astruc	アストリュク	阿斯特鲁克	아스트루크	attested on Wikidata (ja 2x, zh 0x)
Asturias	アストリアス	阿斯图里阿斯	아스투리아스	by rule
Asulvsson	アスルヴソン	阿苏尔夫松	아술브손	composed by rule: Asulv + -sson
Asunta	アスンタ	阿孙塔	아순타	by rule
Asvaldsson	アスヴァルドソン	阿斯瓦尔德松	아스발드손	composed by rule: Asvald + -sson
Asín	アシン	阿辛	아신	by rule
At	アト	阿特	아트	by rule
at	アト	阿特	아트	by rule
At-Tamimi	アトタミミ	阿特塔米米	아타미미	by rule
Atalgaire	アタルガイレ	阿塔尔加伊雷	아탈가이레	by rule
Ataulf	アタウルフ	阿塔乌尔夫	아타울프	by rule
Ataíde	アタイデ	阿塔伊德	아타이데	by rule
Atelman	アテルマン	阿特尔曼	아텔만	by rule
Athenagoras	アテナゴラス	阿特纳戈拉斯	아테나고라스	by rule
Athens	アテンス	阿滕斯	아텐스	by rule
Athlamhan	アトラムハン	阿特拉姆汉	아트람한	by rule
Ati	アティ	阿蒂	아티	by rule
Atif	アティフ	阿蒂夫	아티프	by rule
Atilah	アティラ	阿蒂拉	아티라흐	by rule
Atje	アトイェ	阿特耶	아체	by rule
Atkinson	アトキンソン	阿特金松	아트킨손	composed by rule: Atkin + -son
Atlak	アトラク	阿特拉克	아트라크	by rule
Atle	アトレ	阿特莱	아트레	by rule
Atlesson	アトレソン	阿特莱松	아트레손	composed by rule: Atle + -sson
Atli	アトリ	阿特利	아트리	by rule
Atma	アトマ	阿特马	아트마	by rule
ATMADIBRATA	アトマディブラタ	阿特马迪布拉塔	아트마디브라타	by rule
Atmadja	アトマドヤ	阿特马德雅	아트마자	by rule
Atmanah	アトマナ	阿特马纳	아트마나흐	by rule
Atmodjo	アトモドヨ	阿特莫德约	아트모조	by rule
Atmosaroso	アトモサロソ	阿特莫萨罗索	아트모사로소	by rule
Atmosoewito	アトモソエヴィト	阿特莫索埃维托	아트모쇠위토	by rule
Atmowinoto	アトモヴィノト	阿特莫维诺托	아트모위노토	by rule
Atmowirogo	アトモヴィロゴ	阿特莫维罗戈	아트모위로고	by rule
Aton	アトン	阿通	아톤	by rule
Atouguia	アトウグイア	阿托乌古伊阿	아투귀아	by rule
Atsuo	アトスオ	阿特苏奥	아춰	by rule
Attambelos	アタムベロス	阿塔姆贝洛斯	아탐베로스	by rule
Attley	アトレイ	阿特莱伊	아트레이	by rule
Atuesta	アトエスタ	阿图埃斯塔	아퉤스타	by rule
Atwater	アトウォーター	阿特瓦特尔	아트와테르	attested on Wikidata (ja 2x, zh 0x)
Aubert	オーベール	奥贝尔特	아우베르트	attested on Wikidata (ja 2x, zh 0x)
Aubrey	オーブリー	奥伯利	아웁레이	attested on Wikidata (ja 18x, zh 2x)
Aubri	アウブリ	奥布里	아웁리	by rule
Aubry	アウブリ	奥布里	아웁리	by rule
Aubø	アウボ	奥博	아우뵈	by rule
Aud	アウド	奥德	아우드	by rule
Audanio	アウダニオ	奥达尼奥	아우다니오	by rule
Audbjørn	アウドブヨルン	奥德布约尔恩	아우드브죄르느	by rule
Audbjørnson	アウドブヨルンソン	奥德布约尔恩松	아우드브죄르느손	composed by rule: Audbjørn + -son
Audhilda	アウドヒルダ	奥德希尔达	아우드힐다	by rule
Audi	アウディ	奥迪	아우디	by rule
Audoen	アウドエン	奥多恩	아우된	by rule
Audoin	アウドイン	奥多因	아우도인	by rule
Audrey	オードリー	奥德雷伊	아우드레이	attested on Wikidata (ja 19x)
Audun	アウドン	奥敦	아우둔	by rule
Audunson	アウドンソン	奥敦松	아우둔손	composed: Audun + -son
Auerbach	アウエルバッハ	奥尔巴赫	아우에르바츠	attested on Wikidata (ja 5x, zh 3x)
Auestad	アウエスタド	奥埃斯塔德	아우에스타드	by rule
Aufsesser	アウフセセル	奥夫塞塞尔	아우프세세르	by rule
Augensen	アウゲンセン	奥根森	아우겐센	composed by rule: Augen + -sen
Auglend	アウグレンド	奥格伦德	아욱렌드	by rule
Augstgau	アウグストガウ	奥格斯特加乌	아욱스트가우	by rule
Augundson	アウグンドソン	奥贡德松	아우군드손	composed by rule: Augund + -son
August	アウグスト	奥古斯特	아우구스트	by rule
Augusta	オーガスタ	奧古斯塔	아우구스타	attested on Wikidata (ja 20x, zh 7x)
AUGUSTA	アウグスタ	奥古斯塔	아우구스타	by rule
Auguste	オーギュスト	奥古斯特	아우구스테	attested on Wikidata (ja 46x, zh 16x)
Augustin	オーギュスタン	奥古斯丁	아우구스틴	attested on Wikidata (ja 15x, zh 4x)
Augustine	オーガスティン	奥古斯汀	아우구스티네	attested on Wikidata (ja 9x, zh 2x)
Augustinius	アウグスティニウス	奥古斯蒂尼乌斯	아우구스티뉴스	by rule
Augustiniussen	アウグスティニウセン	奥古斯蒂尼乌森	아우구스티뉴센	composed by rule: Augustiniu + -ssen
Augustinus	アウグスティヌス	奥古斯蒂努斯	아우구스티누스	by rule
Augustinusen	アウグスティヌセン	奥古斯蒂努森	아우구스티누센	composed by rule: Augustinu + -sen
Augusto	アウグスト	Augusto	아우구스토	attested on Wikidata (ja 14x, zh 2x)
augusto	アウグスト	奥古斯托	아우구스토	by rule
Augustsson	アウグストソン	奥古斯特松	아우구스촌	composed by rule: August + -sson
Augustus	オーガスタス	奥古斯都	아우구스투스	attested on Wikidata (ja 71x, zh 9x)
Aukland	アウクランド	奥克兰德	아우크란드	by rule
Auklend	アウクレンド	奥克伦德	아우크렌드	by rule
Aukso	アウクソ	奥克索	아우크소	by rule
Auline	アウリネ	奥利内	아우리네	by rule
Aulis	アウリス	奥利斯	아우리스	by rule
Aulus	アウルス	奥卢斯	아우루스	by rule
Aune	アウネ	奥内	아우네	by rule
Aunemundus	アウネムンドス	奥内蒙杜斯	아우네문두스	by rule
Aunsbjerg	アウンスブイェルグ	奥恩斯布耶尔格	아운스브제르그	by rule
Aunsson	アウンソン	奥恩松	아운손	composed by rule: Aun + -sson
Aurdorchog	アウルドルコグ	奥尔多尔科格	아우르도르촉	by rule
Aure-Pål	アウレポール	奥雷波尔	아우레폴	by rule
Aurelius	アウレリウス	奥雷利乌斯	아우레류스	by rule
Aurell	アウレル	奥雷尔	아우렐르	by rule
Auriol	オリオール	奥里奥尔	아우리올	attested on Wikidata (ja 4x, zh 2x)
Aurivillia	アウリヴィリア	奥里维利阿	아우리빌리아	by rule
Aurivillius	アウリヴィリウス	奥里维利乌斯	아우리빌류스	by rule
Aurland	アウルランド	奥尔兰德	아우르란드	by rule
Aurora	アウローラ	奥萝拉	아우로라	attested on Wikidata (ja 5x, zh 2x)
aus	アウス	奥斯	아우스	by rule
Auschwitz	アウスクヴィトズ	奥斯克维特兹	아우스위트즈	by rule
Ausenda	アウセンダ	奥森达	아우센다	by rule
Ausser	アウセル	奥塞尔	아우세르	by rule
Austad	アウスタド	奥斯塔德	아우스타드	by rule
Austarheim	アウスタルヘイム	奥斯塔尔赫伊姆	아우스타르헤임	by rule
Austerlitz	アウステルリトズ	奥斯特尔利特兹	아우스테르리트즈	by rule
Austin	オースティン	奥斯汀	아우스틴	attested on Wikidata (ja 44x, zh 7x)
Austman	アウストマン	奥斯特曼	아우스트만	by rule
Austrasia	アウストラシア	奥斯特拉西阿	아우스트라시아	by rule
Austrasie	アウストラシエ	奥斯特拉西埃	아우스트라시에	by rule
Austre	アウストレ	奥斯特雷	아우스트레	by rule
Austreim	アウストレイム	奥斯特雷伊姆	아우스트레임	by rule
Austråt	アウストロート	奥斯特罗特	아우스트로트	by rule
Austrått	アウストロート	奥斯特罗特	아우스트로트	by rule
Austvoll	アウストヴォル	奥斯特沃尔	아우스트볼르	by rule
auth.	アウト	奥特	아우트	by rule
author	アウトル	奥托尔	아우토르	by rule
autumn	アウトムン	奥图姆恩	아우툼느	by rule
Auvergne	アウヴェルグネ	奥韦尔格内	아우베르그네	by rule
av	アヴ	阿夫	압	by rule
Av	アヴ	阿夫	압	by rule
Avan	アヴァン	阿万	아반	by rule
Aveiro	アヴェイロ	阿韦伊罗	아베이로	by rule
Aveline	アヴェリネ	阿韦利内	아베리네	by rule
Avellino	アヴェリノ	阿韦利诺	아벨리노	by rule
Avenay	アヴェナイ	阿韦纳伊	아베나이	by rule
Avery	エイヴリー	埃弗里	아베리	attested on Wikidata (ja 12x, zh 2x)
Avesnes	アヴェスネス	阿韦斯内斯	아베스네스	by rule
Avila	アヴィラ	阿维拉	아비라	by rule
Avner	アヴナー	阿夫内尔	압네르	attested on Wikidata (ja 2x, zh 0x)
Avraham	アブラハム	阿夫拉哈姆	압라함	attested on Wikidata (ja 4x, zh 0x)
Avrohom	アヴロホム	阿夫罗霍姆	압로홈	by rule
Awang	アヴァング	阿万	아와으	by rule
Awdh	アヴド	阿夫德	아우드흐	by rule
Awyu	アヴィウ	阿维乌	아우유	by rule
Axehielm	アクスエヒエルム	阿克斯埃希埃尔姆	아그세히엘므	by rule
Axehjelm	アクスエイェルム	阿克斯埃耶尔姆	아그세헬므	by rule
Axel	アクセル	阿克塞尔	아그셀	attested on Wikidata (ja 35x, zh 7x)
Axela	アクスエラ	阿克斯埃拉	아그세라	by rule
Axelina	アクスエリナ	阿克斯埃利纳	아그세리나	by rule
Axelsdatter	アクスエルスダッテル	阿克斯埃尔斯达特	아그셀스다테르	composed by rule: Axels + -datter
Axelsdotter	アクスエルスドッテル	阿克斯埃尔斯多特	아그셀스도테르	composed by rule: Axels + -dotter
Axelsen	アクセルセン	阿克塞尔森	아그셀센	composed: Axel + -sen
Axelson	アクスエルソン	阿克斯埃尔松	아그셀손	composed by rule: Axel + -son
Axelsson	アクセルソン	阿克斯埃尔松	아그셀손	attested on Wikidata (ja 4x)
Axliane	アクスリアネ	阿克斯利阿内	아그스리아네	by rule
Ay	アイ	阿伊	아이	by rule
Ay.	アイ	阿伊	아이	by rule
Ayala	アヤラ	阿亚拉	아야라	attested on Wikidata (ja 12x, zh 2x)
Ayalew	アヤレヴ	阿雅莱夫	아야레우	by rule
Ayan	アヤン	阿扬	아얀	by rule
Ayele	アイェレ	阿耶莱	아예레	by rule
Ayelework	アイェレヴォルク	阿耶莱沃尔克	아예레워르크	by rule
Ayemute	アイェムテ	阿耶穆特	아예무테	by rule
Ayerbe	アイェルベ	阿耶尔贝	아예르베	by rule
Aymon	アイモン	阿伊蒙	아이몬	by rule
Aynard	アイナルド	阿伊纳尔德	아이나르드	by rule
Ayoroa	アヨロア	阿约罗阿	아요로아	by rule
Ayres	エアーズ	阿伊雷斯	아이레스	attested on Wikidata (ja 4x, zh 0x)
AYU	アユ	阿尤	아유	by rule
Ayu	アユ	阿尤	아유	by rule
Ayub	アユブ	阿尤布	아윱	by rule
Ayuningtyas	アユニングティアス	阿尤宁蒂阿斯	아유닝탸스	by rule
Ayya	アイア	阿伊阿	아이야	by rule
Aza	アザ	阿扎	아자	by rule
Azagra	アザグラ	阿扎格拉	아자그라	by rule
Azarias	アザリアス	阿扎里阿斯	아자리아스	by rule
Azarmidokht	アザルミドクト	阿扎尔米多克特	아자르미도크트	by rule
Azeb	アゼブ	阿泽布	아젭	by rule
Azevedo	アゼヴェード	阿泽维多	아제베도	attested on Wikidata (ja 2x, zh 5x)
Azhar	アズハル	阿兹哈尔	아자르	by rule
Azmatkhan	アズマトクハン	阿兹马特克汉	아즈마트칸	by rule
Aznar	アズナル	阿兹纳尔	아즈나르	by rule
Azner	アズネル	阿兹内尔	아즈네르	by rule
Aznárez	アズナレズ	阿兹纳雷兹	아즈나레즈	by rule
Azuzena	アズゼナ	阿祖泽纳	아주제나	by rule
Aída	アイダ	艾达	아이다	by rule
B	B	B	브	attested on Wikidata (ja 127x, zh 38x)
b'Pumbeditha	ブプムベディタ	布普姆贝迪塔	브품베디타	by rule
b'Rabbanan	ブラバナン	布拉巴南	브라바난	by rule
b'Sanhedrin	ブサンヘドリン	布桑赫德林	브산헤드린	by rule
B.	ブ	布	브	by rule
B.P.A.	ブプア	布普阿	브파	by rule
B.R.Ay.	ブルアイ	布尔阿伊	브라이	by rule
B.R.M.H.	ブルム	布尔姆	브르므흐	by rule
